station_id,name,brand,region,sido,sigungu,addr,is_self,quality_cert,reports_price,tel
A0019324,로얄주유소,HD현대오일뱅크,전북 남원시,전북,남원시,전북 남원시 원천로 45 (신촌동),1,0,0,063-631-2121
A0019325,우리주유소,GS칼텍스,전북 순창군,전북,순창군,전북 순창군 순창읍 인덕로 63,0,0,0,063-653-2550
A0019327,노적봉주유소,SK에너지,전북 남원시,전북,남원시,전북 남원시 사매면 춘향로 999,1,0,1,063-634-8877
A0019328,닛시2주유소,GS칼텍스,전북 임실군,전북,임실군,전북 임실군 관촌면 춘향로 3596,0,0,0,063-642-0623
A0019329,은하수주유소,HD현대오일뱅크,전북 남원시,전북,남원시,전북 남원시 춘향로 214,1,0,0,063-636-2525
A0019330,강천주유소,SK에너지,전북 순창군,전북,순창군,전북 순창군 순창읍 장류로 73,1,0,0,063-652-1234
A0019333,추령주유소,S-OIL,전북 순창군,전북,순창군,전북 순창군 복흥면 추령로 1727,0,0,0,063-653-5577
A0019337,강진주유소,SK에너지,전북 임실군,전북,임실군,전북 임실군 강진면 호국로 7,0,0,0,063-643-1177
A0019339,대영주유소,GS칼텍스,전북 임실군,전북,임실군,전북 임실군 강진면 옥정호로 7,0,0,0,063-643-2927
A0019341,오수관촌농협주유소,NH-OIL,전북 임실군,전북,임실군,전북 임실군 오수면 오수로 200,0,0,1,063-642-7171
A0019343,SK셀프남부주유소,SK에너지,전북 남원시,전북,남원시,전북 남원시 요천로 1325,1,0,1,063-625-2132
A0019347,아성주유소,S-OIL,전북 남원시,전북,남원시,전북 남원시 요천로 1931 (고죽동),0,0,0,063-626-2002
A0019349,(주)흥실 사랑주유소,S-OIL,전북 순창군,전북,순창군,전북 순창군 순창읍 순창로 269,0,0,0,063-653-5135
A0019350,무지개주유소 경훈에너지,알뜰주유소,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 서하로 237 (오치동),1,0,1,0
A0019354,(주)월락주유소,알뜰주유소,전북 남원시,전북,남원시,전북 남원시 낙현안길 4,1,0,1,063-631-5155
A0019356,서순창농협금과지점주유소,NH-OIL,전북 순창군,전북,순창군,전북 순창군 금과면 금풍로 188,1,0,1,063-653-6050
A0019359,순창농협주유소,NH-OIL,전북 순창군,전북,순창군,전북 순창군 인계면 인덕로 174,0,0,1,063-652-8312
A0019360,동계농협주유소,NH-OIL,전북 순창군,전북,순창군,전북 순창군 동계면 동계1길 35,0,0,1,063-653-4802
A0019361,임실농협 청웅지점 주유소,NH-OIL,전북 임실군,전북,임실군,전북 임실군 청웅면 구고6길 66,0,0,1,063-640-3434
A0019363,춘향골농협대강지점,NH-OIL,전북 남원시,전북,남원시,전북 남원시 대강면 섬진로 816,0,0,1,063-620-0876
A0019366,지리산농협주유소,NH-OIL,전북 남원시,전북,남원시,전북 남원시 인월면 천왕봉로 45,0,0,1,063-636-5904
A0019367,춘향골농업협동조합주유소,NH-OIL,전북 남원시,전북,남원시,전북 남원시 금지면 요천로 266,0,0,1,063-631-7800
A0019368,남원농협서부주유소,NH-OIL,전북 남원시,전북,남원시,전라북도 남원시  남문로 202,1,0,1,063-620-8791
A0019369,구림농협주유소,NH-OIL,전북 순창군,전북,순창군,전북 순창군 구림면 구림로 449,0,0,1,063-653-1002
A0019370,관촌농협주유소,NH-OIL,전북 임실군,전북,임실군,전북 임실군 관촌면 춘향로 3306,1,0,1,063-642-8484
A0019371,남원새마을금고주유소,S-OIL,전북 남원시,전북,남원시,전북 남원시 서문로 56,1,0,0,063-635-5181
A0019380,㈜나이스디앤에스 지리산(대구방향)주유소,알뜰(ex),전북 남원시,전북,남원시,전북 남원시 아영면 광주대구고속도로 76-1,1,1,1,063-636-2721
A0019381,㈜나이스디앤에스 지리산(광주방향)주유소,알뜰(ex),전북 남원시,전북,남원시,전북 남원시 아영면 광주대구고속도로 75-1,1,1,1,063-636-2722
A0019386,여주승승장구주유소,S-OIL,경기 여주시,경기,여주시,경기 여주시 가남읍 경충대로 1520,1,0,0,031-882-8886
A0019397,중앙주유소,SK에너지,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 곡성읍 낙동원로 49,0,0,0,061-363-2690
A0019398,천운주유소,GS칼텍스,전남광주 화순군,전남광주,화순군,전남광주 화순군 화순읍 칠충로 7,0,0,0,061-373-0336
A0019401,너릿재주유소,SK에너지,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 화보로 4305,0,0,0,061-375-7700
A0019408,북광주IC주유소,HD현대오일뱅크,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 하서로 678 (지야동),1,0,0,062-572-9800
A0019411,선운주유소,S-OIL,전남광주 광산구,전남광주,광산구,전남광주통합특별시 광산구 동곡로 606 (장록동),0,0,0,062-945-5180
A0019413,메종셀프주유소,HD현대오일뱅크,전남광주 광양시,전남광주,광양시,전남광주 광양시 광양읍 순광로 486 (광양읍),1,0,0,061-761-5151
A0019416,남평제1주유소,HD현대오일뱅크,전남광주 나주시,전남광주,나주시,전남광주통합특별시 나주시 남평읍 산남로 295,1,0,0,061-337-8861
A0019417,심청주유소,HD현대오일뱅크,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 오산면 오산로 413,1,0,0,061-363-4842
A0019418,강변주유소,GS칼텍스,전남광주 광양시,전남광주,광양시,전남광주통합특별시 광양시 진월면 백운1로 392,0,0,0,061-772-7772
A0019422,사평주유소,HD현대오일뱅크,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 남면 사호로 276,0,0,0,061-373-8200
A0019423,효천주유소,SK에너지,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 서문대로 321 (임암동),0,0,1,062-674-2023
A0019430,테크노파크주유소,HD현대오일뱅크,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 삼소로 307 (월출동),0,0,0,062-574-5199
A0019433,㈜김포제2주유소,S-OIL,경기 김포시,경기,김포시,경기 김포시 대곶면 대곶북로 347,1,0,1,070-8672-5160
A0019443,신성에너지송암공단주유소,GS칼텍스,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 송암로 49 (송하동),0,0,1,062-671-9800
A0019445,귀뚜라미주유소,알뜰주유소,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 곡성읍 낙동원로 12,1,0,1,061-363-3451
A0019450,도곡농협주유소(화순),NH-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 도곡면 지석로 1180,0,0,1,061-373-7401
A0019454,차사랑주유소,HD현대오일뱅크,전남광주 광양시,전남광주,광양시,전남광주통합특별시 광양시 광양읍순광로 648,0,0,0,061-762-5188
A0019456,동복주유소,HD현대오일뱅크,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 동복면 오지호로 316,0,0,0,061-372-2178
A0019458,옥과쌍용주유소,S-OIL,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 오산면 오산로 978,1,0,0,061-363-5208
A0019463,석곡주유소,HD현대오일뱅크,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 석곡면 석곡로 96,1,0,0,061-363-5041
A0019467,SK에너지㈜ 고려셀프주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 설죽로 398 (삼각동),1,0,1,062-263-2228
A0019469,성심주유소,S-OIL,전남광주 광산구,전남광주,광산구,전남광주통합특별시 광산구 사암로 865 (도천동),1,0,1,062-956-4162
A0019476,지산주유소,S-OIL,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 양산택지로 157,0,0,0,062-571-7012
A0019480,미래주유소,GS칼텍스,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 금화로 380 (주월동),0,0,1,062-364-5188
A0019482,오일필드 광산지점,자가상표,전남광주 광산구,전남광주,광산구,전남광주 광산구 동곡로 664,1,0,1,062-944-5123
A0019494,대원주유소,S-OIL,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 대남대로 329 (월산동),1,0,0,062-368-5189
A0019506,칠구재주유소,GS칼텍스,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 지강로 841,1,0,0,061-375-7575
A0019507,㈜대창석유직영 월드컵주유소,SK에너지,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 금화로 412,1,0,1,062-351-5189
A0019508,섬진강주유소,HD현대오일뱅크,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 오곡면 섬진강로 1270,1,0,0,061-363-4586
A0019515,큰솔주유소(H),HD현대오일뱅크,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 오성로 384,1,0,0,061-373-8030
A0019518,대촌(상)주유소,S-OIL,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 회재로 206 (지석동),0,0,0,062-374-6565
A0019538,뉴타운주유소,SK에너지,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 지석로 1456,0,0,0,061-372-5388
A0019542,동성주유소,S-OIL,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 곡성읍 섬진강로 2606,1,0,1,061-363-7151
A0019544,오성주유소,S-OIL,전북 남원시,전북,남원시,전북 남원시 춘향로 370,1,0,1,063-625-9840
A0019550,GS칼텍스㈜ 차사랑주유소,GS칼텍스,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 화보로 3901,1,0,1,061-375-5150
A0019553,삼영아름주유소,GS칼텍스,전남광주 동구,전남광주,동구,전남광주통합특별시 동구 남문로 523 (용산동),1,0,0,062-234-3050
A0019557,강변주유소,SK에너지,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 오곡면 섬진강로 2068,0,0,0,061-362-5180
A0019563,삼천리주유소(S),S-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 충의로 108,0,0,0,061-374-0820
A0019569,운주사주유소,HD현대오일뱅크,전남광주 화순군,전남광주,화순군,전남광주 화순군 도암면 천태로 5,0,0,0,061-374-9277
A0019571,㈜한영 광주남지점,S-OIL,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 대남대로 347,1,0,0,062-369-5515
A0019573,전월주유소,SK에너지,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 한천면 화보로 3042,0,0,0,061-373-0245
A0019574,(주)남부지엔씨 직영주유소,SK에너지,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 능주면 화보로 3552,0,0,0,061-373-3876
A0019579,광명주유소,HD현대오일뱅크,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 곡성읍 곡성로 359,0,0,0,061-363-4464
A0019581,한영주유소,알뜰주유소,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 동복면 동주로 1414,0,0,0,061-373-8342
A0019583,효천산업주유소 ㈜우성고속관광,S-OIL,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 서문대로 329,1,0,0,062-223-7350
A0019584,세모아주유소,S-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 춘양면 학포로 1407,0,0,0,061-373-6110
A0019586,신세계주유소,S-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 능주면 화보로 3540,0,0,0,061-372-6560
A0019588,금정주유소,S-OIL,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 삼기면 곡순로 1269,0,0,0,061-363-3346
A0019593,대촌주유소,S-OIL,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 고싸움로 169,1,0,0,062-374-6565
A0019595,영신주유소,SK에너지,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 이양면 학포로 605,0,0,0,061-372-3148
A0019598,덕암주유소,SK에너지,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 겸면 곡순로 2046,0,0,0,061-363-5189
A0019599,광덕주유소,HD현대오일뱅크,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 충의로 164,0,0,1,061-375-5182
A0019602,남선석유㈜ 화순셀프주유소,S-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 화보로 4151,1,0,1,061-373-5500
A0019610,유정주유소,GS칼텍스,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 석곡면 주석로 612,0,0,0,061-363-6650
A0019627,(주)지석 지석강주유소/충전소,S-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 춘양면 화보로 2553,0,0,1,061-371-5145
A0019631,약수주유소,SK에너지,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 북하면 담장로 1266,0,0,0,061-393-7007
A0019632,화력주유소,GS칼텍스,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 회재로 338,0,0,0,062-373-8262
A0019634,(주)온누리주유소,GS칼텍스,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 금화로 407 (월산동),1,0,1,062-368-6364
A0019635,천운농업협동조합,NH-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 남면 사호로 223,0,0,1,061-372-0051
A0019636,입면농협주유소,SK에너지,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 입면 입면로 541,0,0,1,061-362-9191
A0019638,석곡농협 죽곡주유소,NH-OIL,전남광주 곡성군,전남광주,곡성군,전남광주 곡성군 죽곡면 대황강로 796,0,0,1,061-362-9925
A0019640,곡성농협오곡주유소,NH-OIL,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 오곡면 기차마을로 156,0,0,1,061-363-7346
A0019641,곡성농협삼기주유소,NH-OIL,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 삼기면 곡순로 1186,0,0,1,061-362-7810
A0019642,화순농협이서지점주유소,HD현대오일뱅크,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 이서면 적벽로 853,0,0,1,061-372-9005
A0019644,동복농협온천주유소,NH-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 북면 백아로 2204,0,0,1,061-372-5171
A0019648,곡성농협주유소,NH-OIL,전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 곡성읍 곡성로 753,1,0,1,061-363-0088
A0019649,천운농협동면주유소,NH-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 동면 충의로 833,0,0,1,061-372-8383
A0019650,옥과농협주유소,NH-OIL,전남광주 곡성군,전남광주,곡성군,전남광주 곡성군 옥과면 리문3길 16,1,0,1,061-362-5117
A0019651,화순농협주유소,NH-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 쌍충로 74,0,1,1,061-379-1552
A0019652,서양새마을금고주유소,HD현대오일뱅크,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 독립로 140 (월산동),1,0,1,062-720-2800
A0019653,능주농협주유소,NH-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 능주면 화보로 3545,0,0,1,061-374-0983
A0019660,삼거리주유소,HD현대오일뱅크,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 서문대로 781,1,0,0,062-654-5151
A0019674,"안국산업㈜ 곡성(천안)주유소,충전소",알뜰(ex),전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 겸면 호남고속도로 50-1,1,1,1,061-362-7188
A0019683,대남로주유소,SK에너지,전남광주 남구,전남광주,남구,전남광주통합특별시 남구  대남대로 399,1,0,0,062-362-5145
A0019684,시카프관광개발(주) 곡성(순천)주유소,알뜰(ex),전남광주 곡성군,전남광주,곡성군,전남광주통합특별시 곡성군 겸면 호남고속도로 49-1,1,1,1,061-362-5955
A0019686,(주)반디석유 산수점,HD현대오일뱅크,전남광주 동구,전남광주,동구,전남광주 동구 필문대로 164,0,0,0,062-524-8301
A0019687,구도일주유소월드컵,S-OIL,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 회재로 1190 (주월동),1,0,1,062-651-6585
A0019688,HD현대오일뱅크㈜직영 학운IC주유소,HD현대오일뱅크,전남광주 동구,전남광주,동구,전남광주통합특별시 동구 의재로 111 (운림동),0,0,1,062-224-8708
A0019690,남도에너지,알뜰주유소,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 서양로 376,1,0,1,061-371-5189
A0019691,송암B주유소,HD현대오일뱅크,전남광주 남구,전남광주,남구,전남광주통합특별시 남구 서문대로 483,1,0,0,062-675-6048
A0019692,드림에너지㈜,HD현대오일뱅크,전남광주 남구,전남광주,남구,전남광주통합특별시 남구  대남대로 336 (월산5동),1,0,0,062-363-6831
A0019694,㈜아승주유소,SK에너지,전남광주 동구,전남광주,동구,전남광주통합특별시 동구 필문대로153번길 3,1,0,0,0
A0019703,서광주유소,SK에너지,전남광주 순천시,전남광주,순천시,전남광주통합특별시 순천시 서면 순천로 120,0,0,0,061-753-0005
A0019705,용전IC주유소,GS칼텍스,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 우치로 842 (용전동),1,0,0,062-574-5224
A0019707,그린주유소,SK에너지,전남광주 보성군,전남광주,보성군,전남광주통합특별시 보성군 보성읍 흥성로 2665,1,0,1,061-853-0258
A0019713,보림주유소,GS칼텍스,전남광주 장흥군,전남광주,장흥군,전남광주통합특별시 장흥군 장흥읍 남부관광로 196,0,0,0,061-863-6644
A0019720,주창구암주유소,SK에너지,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 봉산면 제월길 280,0,0,1,0
A0019725,노령주유소,SK에너지,전남광주 장성군,전남광주,장성군,전남광주 장성군 장성읍 단풍로 29,0,0,0,061-393-2080
A0019726,대광주유소,GS칼텍스,전남광주 서구,전남광주,서구,전남광주통합특별시 서구 하남대로 556 (동천동),1,0,0,062-512-0022
A0019731,매곡주유소,HD현대오일뱅크,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 서하로 86 (매곡동),0,0,0,062-576-9393
A0019743,성실주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 우치로 347 (삼각동),1,0,1,062-262-6051
A0019747,㈜세승동화주유소,GS칼텍스,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 동화면 함장로 5001,1,0,0,061-393-9992
A0019752,(유)착한주유소,알뜰주유소,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 동문대로 452 (장등동),1,1,1,062-266-1181
A0019758,컨벤션주유소,S-OIL,전남광주 서구,전남광주,서구,전남광주통합특별시 서구 상무대로 714,0,0,0,062-382-5188
A0019768,순양주유소,S-OIL,전남광주 광산구,전남광주,광산구,전남광주통합특별시 광산구 어등대로 667,1,0,0,062-941-5121
A0019775,유니콘주유소,S-OIL,전북 군산시,전북,군산시,전북 군산시 성산면 철새로 52,1,0,0,063-453-9900
A0019776,현대주유소,S-OIL,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 장성읍 역전로 160,0,0,0,061-393-2501
A0019778,청자골주유소,S-OIL,전남광주 강진군,전남광주,강진군,전남광주통합특별시 강진군 강진읍 해강로 976,0,0,0,061-433-5182
A0019781,달성주유소,S-OIL,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 북이면 방장로 812,0,0,0,061-394-5149
A0019785,해피주유소,S-OIL,전남광주 광산구,전남광주,광산구,전남광주통합특별시 광산구 건재로 761,0,0,0,062-943-0227
A0019786,77번가주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 서하로 77,1,0,0,062-573-1256
A0019787,금강주유소,HD현대오일뱅크,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 삼계면 영장로 1656,1,0,0,0
A0019789,망월주유소,S-OIL,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 동문대로 603 (망월동),1,0,0,062-266-8877
A0019790,신기주유소,GS칼텍스,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 화순읍 서양로 480,1,0,1,061-374-5185
A0019792,(주)스피드주유소,자가상표,전남광주 북구,전남광주,북구,전남광주통합특별시 북구  설죽로 226,0,0,1,070-4337-2897
A0019793,주공주유소,GS칼텍스,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 북문대로 190 (운암동),0,0,0,062-514-9988
A0019794,신촌주유소,HD현대오일뱅크,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 무정면 무옥로 174,0,0,0,061-381-0655
A0019797,우리주유소,S-OIL,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 창평면 의병로 1,0,0,0,061-381-0077
A0019800,담양고속주유소(H),HD현대오일뱅크,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 담양읍 죽향대로 1093,0,0,0,061-381-5151
A0019802,골든타임주유소,SK에너지,전남광주 서구,전남광주,서구,전남광주통합특별시 서구 상무대로1206번길 3,1,0,1,062-365-5189
A0019803,(주)아승클린주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 우치로 170 (용봉동),1,0,0,062-268-1215
A0019810,동림주유소,HD현대오일뱅크,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 북문대로 257,1,0,0,062-511-5155
A0019815,한성주유소,S-OIL,전남광주 화순군,전남광주,화순군,전남광주통합특별시 화순군 동면 동주로 205,0,0,0,061-373-5168
A0019816,대나무주유소,SK에너지,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 담양읍 죽향대로 1179,1,0,0,061-383-5179
A0019823,무등주유소,HD현대오일뱅크,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 가사문학면 장단길 12-2,0,0,0,061-382-9990
A0019824,동부에너지주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 하서로 571 (본촌동),1,0,0,062-576-5182
A0019839,용면주유소,SK에너지,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 용면 추월산로 299,0,0,0,061-383-7500
A0019843,용전주유소,S-OIL,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 우치로 809,1,0,0,062-576-5189
A0019850,랑월산주유소,SK에너지,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 삼서면 영장로 1914,0,0,0,061-394-7971
A0019853,부원주유소,S-OIL,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 담양읍 죽녹원로 199,0,0,0,061-381-1567
A0019854,서광주IC주유소,S-OIL,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 하서로 47 (운암동),1,0,1,062-514-1372
A0019863,(주)희망주유소,HD현대오일뱅크,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 고서면 창평현로 135,1,0,0,061-381-5860
A0019865,공원주유소,알뜰주유소,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 북이면 방장로 995,1,1,1,061-394-8416
A0019867,재봉주유소,S-OIL,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 장성읍 단풍로 450,0,0,0,061-394-0572
A0019869,(주)일곡우리주유소,HD현대오일뱅크,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 우치로 595 (일곡동),1,0,0,062-268-8951
A0019871,경기장주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 무등로 76,1,0,0,062-521-8838
A0019881,북성주유소,GS칼텍스,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 금남로 49 (임동),0,0,0,062-521-7878
A0019882,전대주유소,GS칼텍스,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 무등로 165 (신안동),1,0,0,062-527-8660
A0019883,명보주유소,HD현대오일뱅크,경기 평택시,경기,평택시,경기 평택시 안중읍 서동대로 1411,0,0,1,031-683-5152
A0019887,동광주유소,SK에너지,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 금성면 담순로 350,0,0,0,061-381-0150
A0019891,행복가득담양주유소,SK에너지,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 대전면 추성로 571,1,0,0,061-382-7600
A0019892,대광주유소,알뜰주유소,전남광주 순천시,전남광주,순천시,전남광주통합특별시 순천시 별량면 녹색로 558,0,0,1,061-743-5321
A0019902,광주댐주유소,GS칼텍스,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 가사문학면 가사문학로 880,0,0,0,061-383-5191
A0019914,가온주유소,GS칼텍스,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 대전면 추성로 394,1,0,0,061-383-5183
A0019916,토탈주유소,S-OIL,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 황룡면 함장로 5056,1,0,0,061-393-9100
A0019918,금성산성주유소,GS칼텍스,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 금성면 금성산성길 7,0,0,0,061-383-8888
A0019921,동문주유소,S-OIL,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 서하로 468,1,0,0,062-266-5185
A0019923,담양주유소,GS칼텍스,전남광주 담양군,전남광주,담양군,전남광주 담양군 담양읍 추성로 1358,0,0,1,061-382-0900
A0019928,영신주유소,HD현대오일뱅크,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 진원면 영신2길 7,0,0,0,061-392-3337
A0019931,조양주유소,GS칼텍스,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 북이면 방장로 965,0,0,0,061-392-8745
A0019932,삼성주유소,SK에너지,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 북일면 신흥로 453,0,0,0,061-393-2500
A0019933,화신주유소,GS칼텍스,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 장성읍 단풍로 509,0,0,0,061-394-8447
A0019938,임정주유소,GS칼텍스,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 동화면 영장로 2327,0,0,0,061-392-1990
A0019942,쌍교주유소,S-OIL,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 고서면 죽향대로 364,0,0,0,061-382-5151
A0019944,㈜마니에셋 독도사랑주유소11,자가상표,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 경열로 257(신안동),0,0,0,0
A0019946,도동재주유소,S-OIL,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 동문대로 410,0,0,0,062-251-8536
A0019950,세본주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 용주로 21,1,0,0,062-526-5818
A0019951,자모셀프주유소,SK에너지,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 우치로 7,1,0,1,062-513-9951
A0019953,서림주유소,GS칼텍스,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 무등로 126 (신안동),1,0,0,062-522-5189
A0019954,지에스칼텍스(주)클릭주유소,GS칼텍스,전남광주 북구,전남광주,북구,전남광주통합특별시 북구 하남대로 743 (운암동),1,0,1,062-521-5152
A0019958,(주)장성보해주유소,SK에너지,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 장성읍 단풍로 111,0,0,0,061-394-5188
A0019959,박물관주유소,HD현대오일뱅크,전남광주 북구,전남광주,북구,전남광주 북구 하서로 211,1,0,1,062-573-5181
A0019960,삼서주유소,SK에너지,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 삼서면 해삼로 1167,0,0,0,061-394-6636
A0019961,오월주유소,HD현대오일뱅크,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 북이면 백양로 127,0,0,0,061-392-8866
A0019963,(주)황룡강주유소,알뜰주유소,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 황룡면 강변로 558,1,1,1,061-393-2411
A0019969,대전농협,NH-OIL,전남광주 담양군,전남광주,담양군,전남광주 담양군 대전면 대전로 52,1,0,1,061-381-6796
A0019974,남문주유소,S-OIL,전남광주 담양군,전남광주,담양군,전남광주통합특별시 담양군 담양읍 죽향대로 1102,0,0,0,061-381-0255
A0019975,태청주유소,HD현대오일뱅크,전남광주 장성군,전남광주,장성군,전남광주통합특별시 장성군 삼서면 태산로 99,0,0,0,061-394-8200
